route	source_lexicality	label	relative_position	interpolated_error_rate	n_items_x_seeds_total
ltm	pseudo	Pseudowords	0.24242424242424243	0.036101105458574784	1600
ltm	pseudo	Pseudowords	0.25252525252525254	0.037742631952676076	1600
ltm	pseudo	Pseudowords	0.26262626262626265	0.03940611270921538	1600
ltm	pseudo	Pseudowords	0.27272727272727276	0.041112386305645475	1600
ltm	pseudo	Pseudowords	0.2828282828282829	0.04285640423523331	1600
ltm	pseudo	Pseudowords	0.29292929292929293	0.04467699353241896	1600
ltm	pseudo	Pseudowords	0.30303030303030304	0.04667636900918936	1600
ltm	pseudo	Pseudowords	0.31313131313131315	0.04882864376813436	1600
ltm	pseudo	Pseudowords	0.32323232323232326	0.05110052657039728	1600
ltm	pseudo	Pseudowords	0.33333333333333337	0.053458726177121434	1600
ltm	pseudo	Pseudowords	0.3434343434343435	0.05588167212736595	1600
ltm	pseudo	Pseudowords	0.3535353535353536	0.05834814888827254	1600
ltm	pseudo	Pseudowords	0.36363636363636365	0.06082539761310844	1600
ltm	pseudo	Pseudowords	0.37373737373737376	0.06328065945514094	1600
ltm	pseudo	Pseudowords	0.38383838383838387	0.06570126672505305	1600
ltm	pseudo	Pseudowords	0.393939393939394	0.06807876271062124	1600
ltm	pseudo	Pseudowords	0.4040404040404041	0.0703677260192727	1600
ltm	pseudo	Pseudowords	0.4141414141414142	0.07252229110277865	1600
ltm	pseudo	Pseudowords	0.42424242424242425	0.07449659241291039	1600
ltm	pseudo	Pseudowords	0.43434343434343436	0.07628298268971073	1600
ltm	pseudo	Pseudowords	0.4444444444444445	0.07802350421887082	1600
ltm	pseudo	Pseudowords	0.4545454545454546	0.07972567365831519	1600
ltm	pseudo	Pseudowords	0.4646464646464647	0.08137651675520513	1600
ltm	pseudo	Pseudowords	0.4747474747474748	0.08296305925670193	1600
